27, 8, OUTPUTFILE_1
194.07, 209.936, 201.235
397.439, 395.785, 200.213
210.688, 209.987, 210.463
207.863, 209.492, 335.43
205.038, 208.997, 460.397
211.326, 334.985, 210.973
208.501, 334.489, 335.94
205.676, 333.994, 460.907
211.964, 459.982, 211.483
209.139, 459.487, 336.45
206.314, 458.991, 461.417
335.654, 209.338, 213.286
332.829, 208.843, 338.253
330.004, 208.347, 463.22
336.293, 334.335, 213.795
333.467, 333.84, 338.762
330.642, 333.345, 463.73
336.931, 459.333, 214.305
334.106, 458.837, 339.272
331.281, 458.342, 464.239
460.621, 208.688, 216.108
457.796, 208.193, 341.075
454.971, 207.698, 466.042
461.259, 333.686, 216.618
458.434, 333.191, 341.585
455.609, 332.695, 466.552
461.897, 458.683, 217.128
459.072, 458.188, 342.095
456.247, 457.693, 467.062
211.381, 208.263, 449.328
207.735, 211.07, 574.243
204.088, 213.877, 699.159
212.044, 333.23, 446.539
208.397, 336.037, 571.454
204.751, 338.844, 696.37
212.707, 458.197, 443.75
209.06, 461.004, 568.665
205.413, 463.811, 693.581
336.327, 207.682, 452.989
332.68, 210.489, 577.904
329.033, 213.296, 702.819
336.989, 332.649, 450.2
333.342, 335.456, 575.115
329.696, 338.263, 700.03
337.652, 457.616, 447.411
334.005, 460.423, 572.326
330.358, 463.231, 697.241
461.272, 207.101, 456.649
457.625, 209.908, 581.565
453.978, 212.715, 706.48
461.934, 332.068, 453.86
458.288, 334.875, 578.776
454.641, 337.682, 703.691
462.597, 457.035, 451.071
458.95, 459.842, 575.987
455.304, 462.65, 700.902
208.702, 448.752, 208.782
210.11, 447.64, 333.769
211.518, 446.527, 458.757
205.557, 573.707, 209.93
206.965, 572.595, 334.917
208.373, 571.483, 459.904
202.412, 698.663, 211.077
203.82, 697.55, 336.065
205.228, 696.438, 461.052
333.654, 451.91, 207.403
335.062, 450.797, 332.39
336.47, 449.685, 457.377
330.509, 576.865, 208.55
331.917, 575.753, 333.538
333.326, 574.64, 458.525
327.365, 701.82, 209.698
328.773, 700.708, 334.685
330.181, 699.595, 459.672
458.607, 455.067, 206.023
460.015, 453.955, 331.01
461.423, 452.842, 455.998
455.462, 580.022, 207.171
456.87, 578.91, 332.158
458.278, 577.798, 457.145
452.317, 704.978, 208.318
453.725, 703.865, 333.306
455.133, 702.753, 458.293
208.173, 448.573, 448.694
205.863, 449.97, 573.665
203.553, 451.367, 698.636
205.821, 573.542, 447.254
203.511, 574.939, 572.225
201.201, 576.336, 697.196
203.469, 698.512, 445.813
201.159, 699.909, 570.784
198.849, 701.306, 695.755
333.129, 450.951, 450.977
330.819, 452.348, 575.948
328.51, 453.745, 700.919
330.777, 575.92, 449.537
328.467, 577.318, 574.508
326.158, 578.714, 699.478
328.425, 700.89, 448.096
326.116, 702.287, 573.067
323.806, 703.684, 698.038
458.086, 453.329, 453.26
455.776, 454.726, 578.231
453.466, 456.123, 703.202
455.734, 578.299, 451.819
453.424, 579.695, 576.79
451.114, 581.093, 701.761
453.382, 703.268, 450.379
451.072, 704.665, 575.35
448.762, 706.062, 700.321
450.368, 208.419, 211.317
453.628, 206.536, 336.26
456.888, 204.652, 461.203
448.329, 333.388, 213.254
