27, 8, OUTPUTFILE_7
190.458, 199.447, 186.462
395.815, 402.083, 192.613
208.41, 209.142, 210.36
206.817, 206.115, 335.313
205.224, 203.088, 460.266
211.53, 334.066, 213.426
209.936, 331.038, 338.379
208.343, 328.011, 463.333
214.649, 458.989, 216.493
213.056, 455.962, 341.446
211.463, 452.935, 466.399
333.361, 205.985, 211.877
331.768, 202.957, 336.83
330.174, 199.93, 461.783
336.481, 330.908, 214.943
334.887, 327.881, 339.896
333.294, 324.854, 464.849
339.6, 455.832, 218.009
338.007, 452.804, 342.962
336.414, 449.777, 467.916
458.312, 202.827, 213.393
456.719, 199.8, 338.346
455.125, 196.773, 463.3
461.431, 327.751, 216.46
459.838, 324.723, 341.413
458.245, 321.696, 466.366
464.551, 452.674, 219.526
462.958, 449.647, 344.479
461.365, 446.62, 469.432
208.964, 211.961, 450.088
205.57, 208.273, 574.988
202.175, 204.585, 699.887
206.686, 336.887, 453.715
203.292, 333.199, 578.614
199.897, 329.512, 703.514
204.408, 461.814, 457.341
201.014, 458.126, 582.241
197.619, 454.438, 707.14
333.898, 214.138, 453.548
330.503, 210.451, 578.447
327.108, 206.763, 703.347
331.62, 339.065, 457.174
328.225, 335.377, 582.074
324.83, 331.689, 706.973
329.341, 463.991, 460.801
325.947, 460.304, 585.701
322.552, 456.616, 710.6
458.831, 216.316, 457.008
455.436, 212.628, 581.907
452.042, 208.941, 706.807
456.553, 341.243, 460.634
453.158, 337.555, 585.534
449.764, 333.867, 710.433
454.275, 466.169, 464.261
450.88, 462.481, 589.16
447.486, 458.794, 714.06
209.662, 451.441, 210.395
210.123, 451.845, 335.394
210.584, 452.248, 460.392
207.117, 576.414, 210.001
207.578, 576.818, 334.999
208.04, 577.222, 459.998
204.573, 701.388, 209.607
205.034, 701.792, 334.605
205.495, 702.195, 459.604
334.635, 453.984, 209.926
335.096, 454.388, 334.924
335.557, 454.791, 459.923
332.091, 578.957, 209.532
332.552, 579.361, 334.53
333.013, 579.765, 459.529
329.546, 703.931, 209.137
330.007, 704.335, 334.136
330.468, 704.738, 459.134
459.608, 456.527, 209.457
460.07, 456.931, 334.455
460.531, 457.335, 459.454
457.064, 581.5, 209.062
457.525, 581.904, 334.061
457.986, 582.308, 459.059
454.519, 706.474, 208.668
454.98, 706.878, 333.666
455.442, 707.281, 458.665
208.918, 449.628, 448.099
206.059, 450.095, 573.065
203.201, 450.562, 698.032
209.503, 574.626, 447.645
206.645, 575.093, 572.612
203.786, 575.56, 697.578
210.089, 699.624, 447.192
207.23, 700.091, 572.158
204.372, 700.558, 697.125
333.884, 449.054, 450.96
331.025, 449.521, 575.926
328.167, 449.987, 700.893
334.469, 574.051, 450.506
331.611, 574.518, 575.472
328.752, 574.985, 700.439
335.055, 699.049, 450.052
332.196, 699.516, 575.019
329.338, 699.983, 699.985
458.85, 448.479, 453.82
455.991, 448.946, 578.787
453.133, 449.413, 703.753
459.435, 573.477, 453.367
456.577, 573.943, 578.333
453.718, 574.41, 703.3
460.021, 698.474, 452.913
457.162, 698.941, 577.88
454.304, 699.408, 702.846
451.106, 208.219, 210.738
451.352, 211.224, 335.702
451.598, 214.229, 460.665
452.625, 333.174, 207.73
452.871, 336.179, 332.694
453.117, 339.184, 457.657
454.143, 458.128, 204.722
454.389, 461.133, 329.686
454.635, 464.139, 454.649
576.096, 206.695, 210.529
576.342, 209.7, 335.492
576.588, 212.705, 460.456
577.615, 331.649, 207.521
577.861, 334.654, 332.484
578.107, 337.66, 457.448
579.134, 456.604, 204.513
579.38, 459.609, 329.476
579.626, 462.614, 454.44
701.087, 205.17, 210.319
701.333, 208.176, 335.283
701.579, 211.181, 460.247
702.606, 330.125, 207.311
702.852, 333.13, 332.275
703.098, 336.135, 457.239
704.125, 455.08, 204.303
704.371, 458.085, 329.267
704.617, 461.09, 454.231
450.23, 208.184, 450.596
447.24, 207.059, 575.555
444.249, 205.934, 700.515
452.184, 333.164, 451.768
449.194, 332.039, 576.727
446.204, 330.914, 701.687
454.139, 458.143, 452.94
451.149, 457.018, 577.899
448.159, 455.893, 702.859
575.179, 206.202, 453.568
572.188, 205.077, 578.527
569.198, 203.952, 703.487
577.133, 331.182, 454.74
574.143, 330.057, 579.699
571.153, 328.931, 704.659
579.088, 456.161, 455.912
576.098, 455.036, 580.871
573.108, 453.911, 705.831
700.128, 204.22, 456.54
697.137, 203.095, 581.499
694.147, 201.97, 706.459
702.082, 329.2, 457.712
699.092, 328.075, 582.671
696.102, 326.949, 707.631
704.037, 454.179, 458.884
701.047, 453.054, 583.844
698.057, 451.929, 708.803
450.486, 448.571, 210.24
452.386, 449.517, 335.222
454.286, 450.463, 460.204
453.958, 573.519, 209.242
455.858, 574.465, 334.224
457.758, 575.411, 459.206
457.429, 698.466, 208.243
459.329, 699.412, 333.225
461.23, 700.358, 458.207
575.423, 445.085, 208.367
577.323, 446.03, 333.349
579.224, 446.976, 458.331
578.895, 570.032, 207.368
580.795, 570.978, 332.35
582.695, 571.924, 457.332
582.367, 694.98, 206.37
584.267, 695.926, 331.352
586.167, 696.872, 456.334
700.361, 441.598, 206.494
702.261, 442.544, 331.476
704.161, 443.49, 456.458
703.832, 566.546, 205.495
705.732, 567.492, 330.477
707.633, 568.438, 455.459
707.304, 691.494, 204.497
709.204, 692.44, 329.479
711.104, 693.386, 454.461
448.124, 451.605, 448.042
448.269, 450.517, 573.037
448.413, 449.429, 698.033
446.088, 576.583, 449.133
446.232, 575.495, 574.128
446.377, 574.407, 699.123
444.052, 701.562, 450.223
444.196, 700.474, 575.218
444.34, 699.386, 700.213
573.108, 453.642, 447.916
573.252, 452.554, 572.911
573.396, 451.466, 697.906
571.071, 578.621, 449.006
571.216, 577.533, 574.001
571.36, 576.445, 698.996
569.035, 703.6, 450.096
569.179, 702.511, 575.091
569.324, 701.423, 700.087
698.091, 455.68, 447.789
698.235, 454.592, 572.784
698.38, 453.504, 697.78
696.055, 580.658, 448.879
696.199, 579.57, 573.875
696.343, 578.482, 698.87
694.018, 705.637, 449.97
694.163, 704.549, 574.965
694.307, 703.461, 699.96
