27, 8, OUTPUTFILE_8
207.565, 191.944, 197.842
399.873, 408.281, 194.149
208.67, 208.038, 209.578
212.328, 208.709, 334.523
215.986, 209.379, 459.467
210.922, 333.016, 208.842
214.58, 333.686, 333.786
218.238, 334.356, 458.731
213.174, 457.994, 208.105
216.832, 458.664, 333.05
220.491, 459.334, 457.995
333.596, 205.766, 205.932
337.254, 206.436, 330.877
340.912, 207.106, 455.822
335.848, 330.743, 205.196
339.506, 331.413, 330.141
343.164, 332.083, 455.086
338.1, 455.721, 204.46
341.759, 456.391, 329.405
345.417, 457.061, 454.349
458.522, 203.493, 202.287
462.18, 204.163, 327.232
465.838, 204.833, 452.176
460.774, 328.47, 201.551
464.432, 329.141, 326.495
468.091, 329.811, 451.44
463.027, 453.448, 200.814
466.685, 454.118, 325.759
470.343, 454.788, 450.704
211.579, 211.977, 450.546
209.93, 209.53, 575.511
208.28, 207.082, 700.476
214.078, 336.928, 453.026
212.428, 334.48, 577.991
210.779, 332.033, 702.957
216.577, 461.878, 455.507
214.927, 459.431, 580.472
213.278, 456.983, 705.437
336.543, 209.447, 452.146
334.894, 206.999, 577.111
333.244, 204.551, 702.076
339.042, 334.397, 454.626
337.393, 331.949, 579.591
335.743, 329.502, 704.556
341.541, 459.347, 457.106
339.891, 456.9, 582.072
338.242, 454.452, 707.037
461.507, 206.916, 453.746
459.858, 204.468, 578.711
458.208, 202.02, 703.676
464.006, 331.866, 456.226
462.357, 329.418, 581.191
460.707, 326.971, 706.156
466.505, 456.816, 458.706
464.856, 454.369, 583.672
463.206, 451.921, 708.637
208.723, 450.105, 208.609
207.885, 448.502, 333.596
207.046, 446.899, 458.583
210.196, 575.086, 210.222
209.358, 573.483, 335.209
208.52, 571.88, 460.196
211.67, 700.066, 211.835
210.831, 698.464, 336.822
209.993, 696.861, 461.809
333.712, 448.621, 209.429
332.873, 447.018, 334.416
332.035, 445.415, 459.403
335.185, 573.602, 211.042
334.346, 571.999, 336.028
333.508, 570.396, 461.015
336.658, 698.583, 212.654
335.82, 696.98, 337.641
334.981, 695.377, 462.628
458.7, 447.137, 210.248
457.862, 445.534, 335.235
457.023, 443.931, 460.222
460.173, 572.118, 211.861
459.335, 570.515, 336.848
458.497, 568.912, 461.835
461.647, 697.099, 213.474
460.808, 695.496, 338.461
459.97, 693.893, 463.448
209.291, 450.56, 451.5
209, 449.307, 576.494
208.709, 448.054, 701.487
211.385, 575.536, 452.758
211.094, 574.283, 577.751
210.803, 573.03, 702.745
213.48, 700.512, 454.016
213.188, 699.259, 579.009
212.897, 698.006, 704.002
334.273, 448.463, 451.77
333.982, 447.21, 576.764
333.691, 445.957, 701.757
336.368, 573.439, 453.028
336.076, 572.186, 578.021
335.785, 570.933, 703.015
338.462, 698.415, 454.286
338.171, 697.162, 579.279
337.879, 695.909, 704.273
459.255, 446.366, 452.041
458.964, 445.113, 577.034
458.673, 443.86, 702.027
461.35, 571.342, 453.298
461.058, 570.089, 578.292
460.767, 568.836, 703.285
463.444, 696.318, 454.556
463.153, 695.065, 579.549
462.861, 693.812, 704.543
450.698, 211.815, 211.34
447.857, 210.349, 336.299
445.016, 208.883, 461.259
453.679, 336.77, 212.874
450.838, 335.304, 337.833
447.997, 333.838, 462.792
456.66, 461.725, 214.408
453.819, 460.259, 339.367
450.978, 458.793, 464.326
575.63, 208.8, 214.145
572.789, 207.334, 339.104
569.948, 205.868, 464.063
578.611, 333.755, 215.679
575.77, 332.289, 340.638
572.93, 330.823, 465.597
581.592, 458.71, 217.213
578.751, 457.244, 342.172
575.911, 455.778, 467.131
700.562, 205.785, 216.95
697.721, 204.319, 341.909
694.881, 202.853, 466.868
703.543, 330.74, 218.484
700.702, 329.274, 343.443
697.862, 327.808, 468.402
706.524, 455.695, 220.018
703.684, 454.229, 344.977
700.843, 452.763, 469.936
449.512, 209.921, 448.533
451.569, 206.647, 573.474
453.625, 203.373, 698.414
452.811, 334.836, 451.752
454.868, 331.562, 576.693
456.925, 328.288, 701.633
456.111, 459.751, 454.971
458.167, 456.477, 579.912
460.224, 453.203, 704.852
574.452, 206.676, 446.392
576.508, 203.402, 571.332
578.565, 200.128, 696.272
577.751, 331.591, 449.611
579.808, 328.317, 574.551
581.864, 325.043, 699.491
581.05, 456.506, 452.83
583.107, 453.232, 577.77
585.164, 449.958, 702.71
699.391, 203.432, 444.25
701.448, 200.158, 569.19
703.504, 196.884, 694.13
702.69, 328.347, 447.469
704.747, 325.073, 572.409
706.804, 321.799, 697.349
705.99, 453.262, 450.688
708.046, 449.988, 575.628
710.103, 446.714, 700.568
449.471, 448.445, 211.605
448.863, 450.046, 336.593
448.255, 451.647, 461.581
451.708, 573.415, 210.015
451.1, 575.016, 335.003
450.492, 576.617, 459.992
453.944, 698.385, 208.425
453.336, 699.986, 333.414
452.728, 701.587, 458.402
574.45, 446.216, 212.241
573.842, 447.817, 337.23
573.234, 449.418, 462.218
576.686, 571.186, 210.652
576.078, 572.787, 335.64
575.47, 574.388, 460.628
578.923, 696.156, 209.062
578.315, 697.757, 334.05
577.707, 699.358, 459.038
699.428, 443.988, 212.878
698.82, 445.589, 337.866
698.212, 447.19, 462.854
701.665, 568.958, 211.288
701.057, 570.559, 336.276
700.449, 572.16, 461.265
703.901, 693.928, 209.698
703.293, 695.529, 334.686
702.685, 697.13, 459.675
448.632, 450.574, 449.564
449.397, 452.667, 574.544
450.161, 454.761, 699.524
449.005, 575.556, 447.468
449.769, 577.649, 572.448
450.534, 579.742, 697.429
449.377, 700.538, 445.373
450.142, 702.631, 570.353
450.906, 704.724, 695.333
573.629, 450.189, 448.806
574.394, 452.282, 573.786
575.158, 454.375, 698.766
574.002, 575.171, 446.71
574.766, 577.264, 571.69
575.531, 579.357, 696.671
574.375, 700.153, 444.615
575.139, 702.246, 569.595
575.903, 704.339, 694.575
698.626, 449.804, 448.048
699.391, 451.897, 573.028
700.155, 453.99, 698.008
698.999, 574.785, 445.952
699.763, 576.879, 570.932
700.528, 578.972, 695.913
699.372, 699.767, 443.857
700.136, 701.861, 568.837
700.9, 703.954, 693.817
